,ticker,open,high,low,close,volume,timestamp
143,LGIH,118.24,119.39,113.85,113.98,246671.0,2020-07-28
144,LGIH,114.47,118.71,114.47,118.11,260756.0,2020-07-29
145,LGIH,114.75,118.085,114.75,116.9,168392.0,2020-07-30
146,LGIH,117.31,117.31,111.15,114.11,306908.0,2020-07-31
147,LGIH,116.0,118.96,114.4,118.21,548132.0,2020-08-03
148,LGIH,123.52,123.94,115.01,116.16,484747.0,2020-08-04
149,LGIH,113.77,118.01,113.6,116.66,404941.0,2020-08-05
150,LGIH,117.27,117.77,112.54,112.85,283253.0,2020-08-06
151,LGIH,112.0,113.77,109.84,112.04,284670.0,2020-08-07
152,LGIH,111.89,115.2,109.91,110.15,294321.0,2020-08-10
153,LGIH,110.67,110.67,104.24,104.97,473402.0,2020-08-11
154,LGIH,106.29,107.7,104.66,106.09,311887.0,2020-08-12
155,LGIH,106.09,110.24,104.69,109.76,217037.0,2020-08-13
156,LGIH,109.59,109.9,108.21,108.94,153779.0,2020-08-14
157,LGIH,110.11,115.1,110.11,114.52,240207.0,2020-08-17
158,LGIH,115.85,118.8,113.92,115.24,345360.0,2020-08-18
159,LGIH,114.76,115.57,112.35,115.23,233934.0,2020-08-19
160,LGIH,113.78,117.36,112.53,114.71,272137.0,2020-08-20
161,LGIH,114.31,117.79,113.31,117.05,208623.0,2020-08-21
162,LGIH,118.1,119.16,116.5166,119.0,260373.0,2020-08-24
163,LGIH,119.83,120.0,115.715,117.53,204238.0,2020-08-25
164,LGIH,117.25,118.67,114.83,114.86,171487.0,2020-08-26
165,LGIH,115.0,116.93,113.02,113.09,215671.0,2020-08-27
166,LGIH,113.48,117.1,112.69,113.58,314118.0,2020-08-28
167,LGIH,113.08,113.08,108.22,111.86,329707.0,2020-08-31
168,LGIH,111.16,115.96,111.16,115.96,258739.0,2020-09-01
169,LGIH,118.27,123.64,114.35,122.91,555054.0,2020-09-02
170,LGIH,122.9,123.2999,110.4,114.85,574439.0,2020-09-03
171,LGIH,113.78,115.8,103.32,108.1,473373.0,2020-09-04
172,LGIH,105.97,112.3899,105.7962,108.27,232983.0,2020-09-08
173,LGIH,109.67,115.45,108.8101,114.44,246236.0,2020-09-09
174,LGIH,114.84,116.62,110.91,111.6,271508.0,2020-09-10
175,LGIH,113.15,114.42,110.56,112.53,201274.0,2020-09-11
176,LGIH,113.71,115.41,110.7833,112.49,205566.0,2020-09-14
177,LGIH,113.56,115.73,110.655,110.74,178539.0,2020-09-15
178,LGIH,111.62,117.435,111.62,115.89,327643.0,2020-09-16
179,LGIH,113.13,113.695,108.62,109.71,318809.0,2020-09-17
180,LGIH,110.74,111.98,104.57,105.76,557224.0,2020-09-18
181,LGIH,103.48,107.55,101.3,107.22,332713.0,2020-09-21
182,LGIH,107.41,112.66,105.1177,112.5,317505.0,2020-09-22
183,LGIH,112.88,113.01,105.01,105.3,193443.0,2020-09-23
184,LGIH,104.61,110.51,103.19,110.2,260729.0,2020-09-24
185,LGIH,109.12,109.63,106.1301,107.89,164356.0,2020-09-25
186,LGIH,110.28,116.25,109.7183,115.7,288833.0,2020-09-28
187,LGIH,115.4,115.81,112.62,113.79,149343.0,2020-09-29
188,LGIH,114.78,118.75,114.75,116.17,220742.0,2020-09-30
189,LGIH,117.48,123.58,115.77,123.17,223512.0,2020-10-01
190,LGIH,119.4,127.59,117.821,126.2,298562.0,2020-10-02
191,LGIH,129.67,131.95,121.1514,126.76,384542.0,2020-10-05
192,LGIH,128.66,130.44,121.35,122.58,276008.0,2020-10-06
193,LGIH,123.85,126.6507,120.465,122.02,305119.0,2020-10-07
194,LGIH,124.55,126.8,122.64,124.28,165435.0,2020-10-08
195,LGIH,126.47,130.085,124.5,126.26,192575.0,2020-10-09
196,LGIH,127.41,128.67,125.01,127.83,148672.0,2020-10-12
197,LGIH,126.62,128.88,124.34,128.1,149221.0,2020-10-13
198,LGIH,128.11,128.68,125.02,126.54,158569.0,2020-10-14
199,LGIH,125.0,129.6,124.26,129.12,147540.0,2020-10-15
200,LGIH,129.12,132.98,126.79,126.9,175967.0,2020-10-16
201,LGIH,127.01,129.1199,124.92,125.19,178192.0,2020-10-19
202,LGIH,126.27,129.08,124.9585,126.69,112544.0,2020-10-20
203,LGIH,127.67,128.0,117.25,118.5,349324.0,2020-10-21
204,LGIH,119.05,119.4079,108.39,112.27,430412.0,2020-10-22
205,LGIH,112.09,117.23,111.4,116.88,171995.0,2020-10-23
206,LGIH,114.49,115.3,111.5,113.95,174986.0,2020-10-26
207,LGIH,113.87,115.88,112.41,113.17,136860.0,2020-10-27
208,LGIH,109.68,114.1517,109.25,112.19,115763.0,2020-10-28
209,LGIH,111.91,113.46,106.86,108.79,191128.0,2020-10-29
210,LGIH,108.87,110.09,104.55,106.88,236816.0,2020-10-30
211,LGIH,108.79,112.86,108.78,111.95,307907.0,2020-11-02
212,LGIH,117.0,119.1022,110.01,114.79,489754.0,2020-11-03
213,LGIH,112.51,122.81,112.51,120.98,366552.0,2020-11-04
214,LGIH,123.54,125.09,121.04,123.19,253836.0,2020-11-05
215,LGIH,124.63,124.63,116.12,117.34,266572.0,2020-11-06
216,LGIH,121.29,121.29,104.3,104.3,622869.0,2020-11-09
217,LGIH,104.63,114.6,104.63,112.95,450032.0,2020-11-10
218,LGIH,113.97,115.0,111.11,114.14,225182.0,2020-11-11
219,LGIH,114.35,115.37,109.1232,110.31,241846.0,2020-11-12
220,LGIH,109.74,115.0,109.74,111.92,241857.0,2020-11-13
221,LGIH,112.95,113.37,108.61,109.33,511044.0,2020-11-16
222,LGIH,106.61,110.56,105.52,108.95,374734.0,2020-11-17
223,LGIH,109.23,112.75,108.5,110.45,176288.0,2020-11-18
224,LGIH,110.27,112.04,107.85,110.21,266179.0,2020-11-19
225,LGIH,109.59,111.23,108.42,110.06,192291.0,2020-11-20
226,LGIH,111.43,115.2,108.0,113.8,284990.0,2020-11-23
227,LGIH,115.03,115.03,109.6,110.17,205607.0,2020-11-24
228,LGIH,111.58,111.775,107.75,109.59,185493.0,2020-11-25
229,LGIH,109.81,112.67,109.42,111.59,177465.0,2020-11-27
230,LGIH,111.15,111.405,106.18,108.05,283011.0,2020-11-30
231,LGIH,109.41,109.43,106.75,107.63,266742.0,2020-12-01
232,LGIH,107.39,107.67,102.51,102.52,377902.0,2020-12-02
233,LGIH,103.74,107.79,102.52,107.15,584121.0,2020-12-03
234,LGIH,109.62,109.9885,102.27,104.84,492920.0,2020-12-04
235,LGIH,104.5,108.0,102.5,107.61,281041.0,2020-12-07
236,LGIH,105.92,106.7131,102.26,103.16,398391.0,2020-12-08
237,LGIH,106.8922,110.89,106.275,106.95,441426.0,2020-12-09
238,LGIH,106.14,107.29,104.03,106.24,200996.0,2020-12-10
239,LGIH,107.02,109.59,106.99,107.82,242132.0,2020-12-11
240,LGIH,109.77,111.46,106.49,107.58,326132.0,2020-12-14
241,LGIH,108.69,109.75,106.9,107.6,246519.0,2020-12-15
242,LGIH,107.6,108.43,104.89,106.48,235604.0,2020-12-16
243,LGIH,107.66,113.75,107.55,112.52,343044.0,2020-12-17
244,LGIH,113.65,116.09,112.14,112.55,484640.0,2020-12-18
245,LGIH,111.11,113.99,109.0,112.42,236223.0,2020-12-21
246,LGIH,113.08,114.69,112.13,114.46,169622.0,2020-12-22
247,LGIH,115.0,115.24,109.39,110.68,264449.0,2020-12-23
248,LGIH,110.01,112.84,109.61,112.74,75353.0,2020-12-24
249,LGIH,113.92,114.0,108.75,109.35,181138.0,2020-12-28
250,LGIH,109.25,109.56,106.63,108.29,141759.0,2020-12-29
251,LGIH,108.18,110.59,107.38,107.55,175588.0,2020-12-30
252,LGIH,107.48,108.6,105.3,105.85,201041.0,2020-12-31
253,LGIH,106.04,107.2,101.12,103.61,319000.0,2021-01-04
254,LGIH,102.97,107.39,101.49,106.48,399005.0,2021-01-05
255,LGIH,106.5,110.12,102.885,108.48,453794.0,2021-01-06
256,LGIH,108.3,109.65,103.2,104.35,675094.0,2021-01-07
257,LGIH,105.66,105.66,96.55,97.33,596137.0,2021-01-08
258,LGIH,96.83,101.38,95.54,99.6,325333.0,2021-01-11
259,LGIH,99.35,100.18,97.53,98.31,245055.0,2021-01-12
260,LGIH,99.25,101.96,98.37,98.59,265048.0,2021-01-13
261,LGIH,99.77,101.15,97.76,98.01,267753.0,2021-01-14
262,LGIH,97.67,101.2662,97.2,100.88,247810.0,2021-01-15
263,LGIH,102.03,103.5,99.35,102.23,329915.0,2021-01-19
264,LGIH,102.78,109.4,102.5,106.56,440421.0,2021-01-20
265,LGIH,107.98,111.11,107.08,109.32,343652.0,2021-01-21
266,LGIH,109.73,111.0,106.0409,110.6,223125.0,2021-01-22
267,LGIH,111.36,115.6173,111.21,112.81,214223.0,2021-01-25
268,LGIH,113.72,117.0,109.05,111.97,270794.0,2021-01-26
269,LGIH,110.3,113.96,107.785,108.76,315652.0,2021-01-27
270,LGIH,109.51,109.94,105.58,107.5,353985.0,2021-01-28
271,LGIH,106.2,107.2,104.0,106.71,295349.0,2021-01-29
272,LGIH,108.53,110.5,106.16,109.3,297952.0,2021-02-01
273,LGIH,110.59,110.595,107.64,108.66,292309.0,2021-02-02
274,LGIH,108.73,111.34,108.73,109.44,167501.0,2021-02-03
275,LGIH,109.84,111.85,107.5,111.14,202483.0,2021-02-04
276,LGIH,112.49,116.57,110.6,116.3,214783.0,2021-02-05
277,LGIH,118.29,120.3733,116.27,119.0,283633.0,2021-02-08
278,LGIH,119.35,120.83,117.59,118.03,266184.0,2021-02-09
279,LGIH,119.01,121.6,115.15,120.85,203648.0,2021-02-10
280,LGIH,122.68,125.0,120.67,123.37,268357.0,2021-02-11
281,LGIH,123.96,124.25,120.54,120.82,148756.0,2021-02-12
282,LGIH,120.86,120.86,114.5,114.98,234339.0,2021-02-16
283,LGIH,114.31,116.55,113.3,116.46,155370.0,2021-02-17
284,LGIH,115.57,117.89,115.19,116.07,165703.0,2021-02-18
285,LGIH,116.56,119.15,116.08,119.0,287426.0,2021-02-19
286,LGIH,117.11,118.62,114.75,115.09,246654.0,2021-02-22
287,LGIH,116.77,117.0,109.5,115.81,377784.0,2021-02-23
288,LGIH,116.99,118.0,112.4,115.92,243024.0,2021-02-24
289,LGIH,114.22,115.4257,105.07,105.49,402538.0,2021-02-25
290,LGIH,107.08,111.2,105.66,109.25,251534.0,2021-02-26
291,LGIH,110.62,113.84,110.33,112.63,240459.0,2021-03-01
292,LGIH,112.55,118.6,111.57,118.4,377195.0,2021-03-02
293,LGIH,117.51,124.0,115.62,121.71,743957.0,2021-03-03
294,LGIH,120.98,129.72,117.28,121.72,607730.0,2021-03-04
295,LGIH,122.3,125.51,116.75,125.14,588035.0,2021-03-05
296,LGIH,127.12,133.22,125.68,131.15,394131.0,2021-03-08
297,LGIH,132.97,137.55,131.08,134.0,434277.0,2021-03-09
298,LGIH,134.62,140.26,134.45,137.94,277485.0,2021-03-10
299,LGIH,138.03,141.0,135.77,138.41,307527.0,2021-03-11
300,LGIH,135.2,139.5,134.22,138.59,280605.0,2021-03-12
301,LGIH,137.33,141.305,136.0,141.0,282183.0,2021-03-15
302,LGIH,142.58,142.96,136.835,137.6,349942.0,2021-03-16
303,LGIH,136.0,145.92,134.25,144.82,327631.0,2021-03-17
304,LGIH,143.85,143.85,139.6,141.01,528551.0,2021-03-18
305,LGIH,140.72,143.59,139.38,141.56,523184.0,2021-03-19
306,LGIH,142.76,143.465,138.65,142.4,231611.0,2021-03-22
307,LGIH,142.0,143.47,137.3,138.9,338418.0,2021-03-23
308,LGIH,139.51,142.73,138.3008,140.0,207993.0,2021-03-24
309,LGIH,138.12,145.19,134.5367,144.76,382037.0,2021-03-25
310,LGIH,146.31,151.81,144.27,151.7,292288.0,2021-03-26
311,LGIH,151.3,154.0198,146.65,146.8,210475.0,2021-03-29
312,LGIH,146.9,150.19,145.95,149.76,312981.0,2021-03-30
313,LGIH,149.16,151.65,148.0,149.31,255978.0,2021-03-31
314,LGIH,149.48,154.32,149.48,153.0,202031.0,2021-04-01
315,LGIH,154.98,155.6487,152.41,153.54,207999.0,2021-04-05
316,LGIH,154.41,155.9963,152.3982,155.19,175579.0,2021-04-06
317,LGIH,155.19,157.65,154.17,154.84,186673.0,2021-04-07
318,LGIH,156.1,156.1,151.76,152.88,227143.0,2021-04-08
319,LGIH,152.51,158.6353,151.9,158.09,128746.0,2021-04-09
320,LGIH,159.14,161.75,156.49,160.93,209357.0,2021-04-12
321,LGIH,160.0,160.96,156.59,160.42,200729.0,2021-04-13
322,LGIH,160.42,163.64,159.475,163.04,275227.0,2021-04-14
323,LGIH,164.6,166.67,163.45,165.22,310174.0,2021-04-15
324,LGIH,165.32,169.85,164.22,168.78,244024.0,2021-04-16
325,LGIH,169.56,170.47,166.0501,170.2,237256.0,2021-04-19
326,LGIH,171.0,171.0,160.37,163.66,330619.0,2021-04-20
327,LGIH,162.96,170.44,162.96,166.83,243666.0,2021-04-21
328,LGIH,164.47,166.3789,161.24,164.95,308252.0,2021-04-22
329,LGIH,166.0,168.145,162.87,167.15,272797.0,2021-04-23
330,LGIH,169.09,169.09,166.22,167.09,229897.0,2021-04-26
331,LGIH,167.14,171.94,166.97,167.86,170209.0,2021-04-27
332,LGIH,168.9,168.9,164.33,165.26,202790.0,2021-04-28
333,LGIH,165.97,172.045,165.35,170.36,240380.0,2021-04-29
334,LGIH,170.41,171.4,165.15,165.78,239801.0,2021-04-30
335,LGIH,167.03,173.38,166.35,172.07,379954.0,2021-05-03
336,LGIH,174.0,179.0,167.2541,174.62,581755.0,2021-05-04
337,LGIH,176.2,176.66,167.6914,172.11,467183.0,2021-05-05
338,LGIH,175.89,177.58,171.9285,175.29,312125.0,2021-05-06
339,LGIH,174.94,183.69,173.7,183.36,354109.0,2021-05-07
340,LGIH,184.68,188.0,180.3325,181.07,302235.0,2021-05-10
341,LGIH,177.26,177.72,165.25,171.86,442993.0,2021-05-11
342,LGIH,170.44,170.595,163.53,164.32,319264.0,2021-05-12
343,LGIH,164.03,174.62,164.03,172.8,253483.0,2021-05-13
344,LGIH,173.73,176.51,171.99,175.83,280865.0,2021-05-14
345,LGIH,173.64,174.87,168.43,171.04,256266.0,2021-05-17
346,LGIH,171.79,173.4074,166.22,166.53,443041.0,2021-05-18
347,LGIH,162.43,166.12,160.44,165.7,246111.0,2021-05-19
348,LGIH,165.37,169.59,163.82,167.74,160912.0,2021-05-20
349,LGIH,169.74,171.22,163.36,164.5,283694.0,2021-05-21
350,LGIH,166.15,169.5,165.64,167.39,191550.0,2021-05-24
351,LGIH,168.0,175.73,168.0,172.28,257751.0,2021-05-25
352,LGIH,173.23,178.73,172.585,178.01,243589.0,2021-05-26
353,LGIH,181.0,181.0,174.97,178.38,226017.0,2021-05-27
354,LGIH,179.55,181.95,176.9148,180.81,207048.0,2021-05-28
355,LGIH,184.2,184.99,179.0,183.17,273103.0,2021-06-01
356,LGIH,182.93,185.0,179.4035,181.26,461307.0,2021-06-02
357,LGIH,179.22,179.935,171.38,171.55,266349.0,2021-06-03
358,LGIH,173.2,174.2319,168.425,172.99,293956.0,2021-06-04
359,LGIH,172.2,173.65,168.69,171.68,264509.0,2021-06-07
360,LGIH,172.57,175.98,172.47,175.56,221314.0,2021-06-08
361,LGIH,175.15,175.15,166.26,167.14,287239.0,2021-06-09
362,LGIH,165.5,165.8159,152.85,154.82,531067.0,2021-06-10
363,LGIH,155.49,157.53,154.74,156.45,236219.0,2021-06-11
364,LGIH,156.17,156.925,152.2,153.57,342279.0,2021-06-14
365,LGIH,154.43,157.3267,153.16,155.7,433217.0,2021-06-15
366,LGIH,156.58,160.0,152.69,152.79,415411.0,2021-06-16
367,LGIH,151.65,155.06,149.5,152.26,408824.0,2021-06-17
368,LGIH,150.43,157.36,150.36,153.01,634621.0,2021-06-18
369,LGIH,153.73,157.16,153.39,155.54,314161.0,2021-06-21
370,LGIH,154.27,156.42,153.03,155.83,258014.0,2021-06-22
371,LGIH,155.52,155.52,150.36,153.94,174192.0,2021-06-23
372,LGIH,153.0898,155.21,151.215,154.58,124821.0,2021-06-24
373,LGIH,155.57,156.79,153.58,153.62,398350.0,2021-06-25
374,LGIH,154.02,156.54,153.415,155.58,181488.0,2021-06-28
375,LGIH,156.0,161.15,156.0,160.01,209224.0,2021-06-29
376,LGIH,159.75,163.1,158.79,161.94,187952.0,2021-06-30
377,LGIH,162.48,167.07,160.61,166.04,219439.0,2021-07-01
378,LGIH,166.37,167.03,164.8007,165.41,149976.0,2021-07-02
379,LGIH,165.18,165.18,159.02,162.07,238297.0,2021-07-06
380,LGIH,162.97,170.75,162.535,168.74,274422.0,2021-07-07
381,LGIH,164.65,167.69,160.0,163.28,197911.0,2021-07-08
382,LGIH,164.1,167.5,163.82,164.17,155942.0,2021-07-09
383,LGIH,163.19,164.95,160.815,163.77,190042.0,2021-07-12
384,LGIH,163.06,163.06,156.75,157.03,176542.0,2021-07-13
385,LGIH,157.38,160.72,156.5,158.58,172553.0,2021-07-14
386,LGIH,158.1,160.0554,155.08,156.69,177500.0,2021-07-15
387,LGIH,156.99,159.7,154.9701,155.41,176921.0,2021-07-16
388,LGIH,152.3,159.52,151.225,156.98,210644.0,2021-07-19
389,LGIH,157.9,162.135,155.965,160.7,179313.0,2021-07-20
390,LGIH,161.11,164.69,160.72,163.99,136445.0,2021-07-21
391,LGIH,162.28,163.25,159.411,161.32,172860.0,2021-07-22
392,LGIH,162.26,165.83,161.5,165.69,159838.0,2021-07-23
393,LGIH,166.0,167.16,159.16,159.5,142410.0,2021-07-26
394,LGIH,159.49,161.59,155.9923,161.35,128205.0,2021-07-27
395,LGIH,161.86,163.3,158.32,160.06,149773.0,2021-07-28
